File,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
face_imgs/TC3002B_Faces\A01365726\0.jpg,-0.12968161702156067,0.05980243906378746,0.053407713770866394,-0.009938186965882778,-0.02519475854933262,-0.07080189883708954,-0.055179256945848465,-0.12105460464954376,0.05264101177453995,-0.10142096132040024,0.2845759987831116,-0.08502461761236191,-0.2172061949968338,-0.049660831689834595,0.023729678243398666,0.07657945901155472,-0.26333537697792053,-0.07451041787862778,-0.02915939688682556,-0.0009711580350995064,0.09675902873277664,-0.0020041773095726967,0.06852958351373672,0.06134801357984543,-0.09318853169679642,-0.35041362047195435,-0.10379061847925186,-0.11863609403371811,0.044844623655080795,-0.04545968770980835,-0.0074379825964570045,-0.04473087936639786,-0.11957923322916031,-0.01092437095940113,0.007035604678094387,-0.011484010145068169,-0.0991460382938385,-0.0685693696141243,0.2524801790714264,-0.0067925648763775826,-0.18442271649837494,-0.014766909182071686,0.03652796149253845,0.28952687978744507,0.1862650215625763,0.056767452508211136,-0.017730653285980225,-0.09065413475036621,0.11207504570484161,-0.26976990699768066,0.011635160073637962,0.17635796964168549,0.15902671217918396,0.05633426830172539,0.07944583892822266,-0.0826881006360054,0.03164908289909363,0.06743316352367401,-0.16580641269683838,0.07295238971710205,0.07445069402456284,-0.04157150536775589,0.07423048466444016,-0.10102824121713638,0.25871628522872925,0.09479689598083496,-0.18285566568374634,-0.08611197024583817,0.053242847323417664,-0.14735472202301025,-0.12429104000329971,0.13172274827957153,-0.11796864122152328,-0.23451071977615356,-0.27605563402175903,-0.06670890003442764,0.40038979053497314,0.1300230175256729,-0.18690864741802216,-0.06883750855922699,-0.09702859073877335,-0.07689067721366882,0.13275831937789917,0.15428882837295532,-0.05803807079792023,-0.02730165794491768,-0.10173700004816055,0.00026108603924512863,0.18917131423950195,-0.05815159156918526,-0.09386859089136124,0.20935599505901337,0.018201859667897224,0.09452548623085022,0.02015671692788601,0.03130220249295235,-0.08944344520568848,-0.016779180616140366,-0.11841655522584915,0.0019235843792557716,-0.0531950443983078,-0.022580653429031372,-0.009339977987110615,0.10558164864778519,-0.12096153199672699,0.18112020194530487,0.02214578539133072,-0.013504487462341785,-0.004627511370927095,-0.0034486204385757446,-0.09879574924707413,-0.005404159426689148,0.07514601200819016,-0.29776856303215027,0.1414088010787964,0.17283621430397034,0.09030072391033173,0.10589361190795898,0.014058864675462246,0.0016039349138736725,-0.08206061273813248,0.005241592414677143,-0.1996130794286728,-0.04365722835063934,0.021068617701530457,0.00034060748293995857,0.08941517770290375,-0.04819227010011673
face_imgs/TC3002B_Faces\A01365726\1.jpg,-0.12481985986232758,0.04011780768632889,0.0632120743393898,0.010179450735449791,-0.01735043153166771,-0.09392204880714417,-0.0330558717250824,-0.11820171028375626,0.08560611307621002,-0.12472100555896759,0.305021733045578,-0.05612760782241821,-0.2463594675064087,-0.046309903264045715,0.03256722539663315,0.10555987805128098,-0.2782711386680603,-0.049206241965293884,-0.040062665939331055,0.02668977528810501,0.06641986966133118,-0.017910245805978775,0.09055662155151367,0.04252282530069351,-0.045478738844394684,-0.37376347184181213,-0.148673415184021,-0.10614187270402908,0.07911401987075806,-0.061926793307065964,-0.006066507659852505,-0.07431801408529282,-0.11564591526985168,0.010458527132868767,0.012260708957910538,-0.010896563529968262,-0.06811262667179108,-0.12331979721784592,0.25797411799430847,-0.04365067929029465,-0.16912582516670227,-0.04285610839724541,-0.004267615266144276,0.2590729594230652,0.15752682089805603,0.04166657477617264,-0.005250327289104462,-0.07967893779277802,0.13883325457572937,-0.2591356933116913,0.07004331052303314,0.1208828017115593,0.14755965769290924,0.08292929828166962,0.08458858728408813,-0.10151638835668564,0.028506841510534286,0.08810151368379593,-0.1878044754266739,0.04269305616617203,0.04744529724121094,-0.02015252597630024,0.08027411997318268,-0.07197324931621552,0.2566658556461334,0.12120409309864044,-0.1853579580783844,-0.09117873013019562,0.08749017864465714,-0.1758112758398056,-0.057455167174339294,0.09278007596731186,-0.12298386543989182,-0.212691992521286,-0.2787540853023529,-0.06811553984880447,0.39117053151130676,0.1130133867263794,-0.17627327144145966,-0.07836408168077469,-0.11390547454357147,-0.08060292154550552,0.10093037784099579,0.139478862285614,-0.037670936435461044,-0.00998255331069231,-0.1055898517370224,0.0010689487680792809,0.20869049429893494,-0.0724424347281456,-0.10783172398805618,0.22992344200611115,0.004995386116206646,0.05939638242125511,0.02984870783984661,0.026142213493585587,-0.0306464321911335,-0.059003908187150955,-0.07942523062229156,0.034293416887521744,-0.04762544855475426,-0.06291405111551285,-0.05058009549975395,0.07766111195087433,-0.1496082991361618,0.17144078016281128,0.04446955397725105,-0.003620927222073078,0.011768272146582603,0.005164945498108864,-0.1323407143354416,-0.02236863411962986,0.08629360049962997,-0.34427154064178467,0.2059813141822815,0.1712009757757187,0.06971164792776108,0.140340656042099,-0.0742148905992508,0.038624655455350876,-0.07785867154598236,-0.03301560506224632,-0.14109042286872864,-0.07554379105567932,0.006322814617305994,0.04479498043656349,0.07482624799013138,-0.02169102430343628
face_imgs/TC3002B_Faces\A01365726\2.jpg,-0.12251558899879456,0.0491504929959774,0.10643674433231354,-0.010163197293877602,-0.07956909388303757,-0.05131172388792038,-0.07747937738895416,-0.0991583988070488,0.059009943157434464,-0.11675550043582916,0.2738044857978821,-0.05618755519390106,-0.2542036771774292,-0.047547291964292526,0.0564906932413578,0.06151037663221359,-0.18015633523464203,-0.07910605520009995,-0.006099093705415726,0.007842516526579857,0.06188587471842766,-0.007809998467564583,0.09418807923793793,0.0830661803483963,-0.10165107250213623,-0.4125307500362396,-0.10969528555870056,-0.12024801969528198,-0.0075263334438204765,-0.041074320673942566,-0.04947489872574806,0.04011278599500656,-0.07794487476348877,0.028351306915283203,0.0182582326233387,0.06656059622764587,-0.06520014256238937,-0.06364721059799194,0.23845285177230835,0.017411338165402412,-0.1809929460287094,-0.018110567703843117,-0.037019237875938416,0.29918748140335083,0.1803254336118698,0.016614211723208427,0.03457197546958923,-0.08144376426935196,0.1374213993549347,-0.2607673108577728,0.06341251730918884,0.20256265997886658,0.12688666582107544,0.028676938265562057,0.10746155679225922,-0.058889664709568024,0.037592191249132156,0.050054118037223816,-0.16069544851779938,0.059364646673202515,0.06789211183786392,-0.08401066809892654,0.035749636590480804,-0.14605553448200226,0.23067888617515564,0.14270097017288208,-0.15363655984401703,-0.08500546216964722,0.0518021322786808,-0.1442708671092987,-0.13598349690437317,0.09840519726276398,-0.2002207189798355,-0.19904416799545288,-0.2671414017677307,-0.016694694757461548,0.38475045561790466,0.1445925235748291,-0.20188459753990173,-0.05680480971932411,-0.06678849458694458,-0.07328711450099945,0.09481798857450485,0.1615840643644333,-0.06853438913822174,-0.02047700434923172,-0.08324313908815384,0.061523839831352234,0.19444364309310913,-0.07185310125350952,-0.07032999396324158,0.20755121111869812,0.006860082969069481,0.1111404076218605,0.04863639175891876,0.007500714156776667,-0.054235879331827164,-0.02850438840687275,-0.13326695561408997,0.023155471310019493,-0.018899284303188324,-0.07964635640382767,-0.014121203683316708,0.06465674936771393,-0.18730421364307404,0.1450827568769455,-0.0040695881471037865,-0.040955327451229095,0.021569356322288513,-0.032319165766239166,-0.14108651876449585,0.003009367734193802,0.12025777995586395,-0.2792205214500427,0.1681181639432907,0.17234468460083008,0.1196693480014801,0.11026901006698608,0.005181252025067806,0.009925978258252144,-0.07403166592121124,-0.03014332801103592,-0.14105601608753204,-0.04496033489704132,0.062095969915390015,0.029727637767791748,0.04261194169521332,-0.05066170543432236
face_imgs/TC3002B_Faces\A01365726\3.jpg,-0.1384350210428238,0.032588742673397064,0.08264552801847458,-0.0004345858469605446,-0.06239631026983261,-0.06974136084318161,-0.03195035457611084,-0.08921772986650467,0.030794354155659676,-0.06049858778715134,0.24699850380420685,-0.07865806668996811,-0.26305198669433594,-0.014394660480320454,0.06992409378290176,0.05649442970752716,-0.22176384925842285,-0.04018038883805275,-0.01155689638108015,0.011189468204975128,0.04605574160814285,-0.030601944774389267,0.06018154323101044,0.06125194951891899,-0.10967603325843811,-0.3976605534553528,-0.12361941486597061,-0.09887125343084335,0.03154732286930084,-0.05901297926902771,0.03794846311211586,-0.016452303156256676,-0.08933831006288528,0.06890036165714264,0.033113449811935425,0.028777077794075012,-0.06075239181518555,-0.09118013083934784,0.2823956310749054,-0.03337806463241577,-0.16099748015403748,-0.06507164984941483,0.008611088618636131,0.2644021809101105,0.1667553037405014,0.01861686445772648,0.011574780568480492,-0.028722725808620453,0.1122313141822815,-0.3025515675544739,0.06987489759922028,0.15804171562194824,0.0688910111784935,0.0752091258764267,0.08743761479854584,-0.08129286766052246,0.029484301805496216,0.07392595708370209,-0.17653170228004456,0.06010187044739723,0.04874979704618454,-0.09157536923885345,0.02234712988138199,-0.07833614945411682,0.2213614284992218,0.12712302803993225,-0.16573302447795868,-0.095506951212883,0.0328928679227829,-0.20570118725299835,-0.07183996587991714,0.09494882076978683,-0.12750108540058136,-0.19506777822971344,-0.2934909462928772,-0.011331479996442795,0.3725406229496002,0.14854328334331512,-0.1977492719888687,-0.08082328736782074,-0.07922818511724472,-0.054606758058071136,0.14822806417942047,0.10882836580276489,-0.03931527957320213,-0.05742025375366211,-0.09590128064155579,0.03890850767493248,0.20470456779003143,-0.06555353105068207,-0.07283169031143188,0.21580831706523895,0.014670277945697308,0.0757533460855484,0.022750191390514374,0.027548158541321754,-0.021909737959504128,-0.07159750908613205,-0.0637379065155983,0.044779762625694275,0.023674769327044487,-0.06178982928395271,0.005064001306891441,0.10357265174388885,-0.207954540848732,0.1572486013174057,0.022550279274582863,-0.047395989298820496,0.04649742320179939,-0.0019721859134733677,-0.14400412142276764,-0.0258186012506485,0.11909427493810654,-0.33952856063842773,0.17991051077842712,0.19273918867111206,0.028589652851223946,0.11714108288288116,-0.0531272292137146,0.02407740242779255,-0.07378766685724258,-0.013014904223382473,-0.09730463474988937,-0.04675043374300003,0.0036275959573686123,0.06184154003858566,0.018822230398654938,-0.05653146654367447
face_imgs/TC3002B_Faces\A01366686\selfie_1.jpg,-0.16645239293575287,0.1365300565958023,0.011772677302360535,-0.03162616491317749,-0.051307886838912964,-0.04999575391411781,-0.02391364425420761,-0.09539788216352463,0.14943695068359375,-0.0747428610920906,0.23579543828964233,-0.0350961796939373,-0.17338088154792786,-0.08339695632457733,-0.0003962703049182892,0.1697203367948532,-0.13224029541015625,-0.12564070522785187,-0.07588833570480347,-0.004357809200882912,0.045204922556877136,-0.07699935883283615,0.0693565309047699,0.134487584233284,-0.12877430021762848,-0.2583393156528473,-0.062416013330221176,-0.09831215441226959,0.0374736525118351,-0.04203058406710625,-0.048170849680900574,-0.037924718111753464,-0.18944531679153442,-0.07910202443599701,0.050013672560453415,0.0895218774676323,-0.051909394562244415,-0.02121312916278839,0.24662631750106812,-0.0718315914273262,-0.19810163974761963,0.020216723904013634,0.1208781898021698,0.25629448890686035,0.1750802993774414,0.1154588833451271,0.033959053456783295,-0.11677651107311249,0.11671619862318039,-0.1470002979040146,0.13205201923847198,0.07796686142683029,0.1410837322473526,0.061894968152046204,0.12395728379487991,-0.19862529635429382,0.06373070180416107,0.09518513083457947,-0.11308910697698593,0.02915356121957302,0.05207031965255737,0.039002925157547,0.006608582101762295,-0.05161118879914284,0.27715161442756653,0.062364526093006134,-0.13145992159843445,-0.15431277453899384,0.09927227348089218,-0.12420356273651123,-0.03619703650474548,0.15815764665603638,-0.09065008163452148,-0.16829180717468262,-0.3075449764728546,0.03584400191903114,0.39841461181640625,0.16599035263061523,-0.1881566196680069,0.00890723429620266,-0.02709527313709259,-0.053308550268411636,0.09009219706058502,0.09552126377820969,-0.10255821794271469,-0.014685121364891529,-0.11906839907169342,-0.03710472583770752,0.18350154161453247,0.008330544456839561,-0.05135846138000488,0.15754388272762299,0.045182496309280396,-0.019746648147702217,-0.024446042254567146,0.040563926100730896,-0.14717881381511688,0.045288413763046265,-0.1236138716340065,-0.06303200125694275,0.06032143905758858,0.0014423197135329247,0.0020748693495988846,0.10143400728702545,-0.22485962510108948,0.08032282441854477,-0.018896985799074173,0.0067875199019908905,-0.03786219656467438,0.1264779418706894,-0.16648679971694946,-0.04703304544091225,0.056954216212034225,-0.28705379366874695,0.18170912563800812,0.14145725965499878,0.032855745404958725,0.07398851960897446,0.1381194144487381,0.0790427103638649,0.043628230690956116,0.05806779861450195,-0.1179853081703186,-0.07010815292596817,0.09701284766197205,-0.04314834997057915,0.18773981928825378,0.05348706990480423
face_imgs/TC3002B_Faces\A01366686\Selfie_2.jpg,-0.17482003569602966,0.14177478849887848,0.04358898848295212,-0.0021731206215918064,-0.04821449890732765,-0.08365661650896072,-0.024233760312199593,-0.11608269810676575,0.13313162326812744,-0.08066954463720322,0.26381561160087585,0.017695676535367966,-0.14832524955272675,-0.11203868687152863,-0.0034737177193164825,0.1538277417421341,-0.12895996868610382,-0.12097369134426117,-0.10274656116962433,-0.024178383871912956,-0.016928229480981827,-0.0604470930993557,0.06006976589560509,0.10697171092033386,-0.13049881160259247,-0.2873227298259735,-0.06230907514691353,-0.11418032646179199,0.05714257061481476,-0.05619361251592636,-0.03786707669496536,-0.003335071261972189,-0.13728906214237213,-0.07445651292800903,0.06849930435419083,0.0923895463347435,-0.017526453360915184,-0.007307708729058504,0.25916627049446106,-0.09416031092405319,-0.1682879626750946,0.03626442700624466,0.14888396859169006,0.2753857672214508,0.2105969339609146,0.0844988077878952,0.05963173136115074,-0.1305152028799057,0.16455551981925964,-0.17100639641284943,0.1257781982421875,0.061574537307024,0.11007104068994522,0.07753554731607437,0.14013469219207764,-0.2029845416545868,0.03414112329483032,0.09427407383918762,-0.11829005181789398,0.03714305907487869,0.03277791664004326,0.03362313285470009,-0.01975817233324051,-0.035313330590724945,0.26895877718925476,0.08644665777683258,-0.13345062732696533,-0.11642930656671524,0.11183126270771027,-0.17385578155517578,-0.020747413858771324,0.11225733906030655,-0.10362149775028229,-0.13900211453437805,-0.3184690475463867,0.030703451484441757,0.3868677020072937,0.18476809561252594,-0.16508984565734863,0.02228963002562523,-0.03785734996199608,-0.05203166604042053,0.07527347654104233,0.07459167391061783,-0.13000304996967316,-0.039643362164497375,-0.08299291878938675,-0.011044971644878387,0.21433673799037933,0.05840097740292549,-0.028604311868548393,0.15863022208213806,0.045930780470371246,0.0008631758391857147,-0.0094914510846138,0.01816985197365284,-0.13821524381637573,-0.01917470246553421,-0.13936027884483337,-0.042459554970264435,0.025342097505927086,-0.00948350690305233,0.03519584611058235,0.09897707402706146,-0.23983092606067657,0.08123471587896347,-0.013208277523517609,0.02859455719590187,-0.004625248722732067,0.12633751332759857,-0.12809991836547852,-0.037456829100847244,0.07964304834604263,-0.24661250412464142,0.21944323182106018,0.1366862952709198,0.04970590025186539,0.09019068628549576,0.12751254439353943,0.05081753432750702,0.018417391926050186,0.0471489280462265,-0.07488678395748138,-0.04781654477119446,0.06887028366327286,-0.07140495628118515,0.17944853007793427,0.044353507459163666
face_imgs/TC3002B_Faces\A01366686\selfie_3.jpg,-0.1561809629201889,0.18909677863121033,0.0437309667468071,-0.03857393562793732,-0.012842386960983276,-0.07328162342309952,-0.005984252318739891,-0.10716266185045242,0.17537616193294525,-0.0635872632265091,0.26372528076171875,-0.029028117656707764,-0.15746952593326569,-0.07716213166713715,-0.02278490737080574,0.17946651577949524,-0.18154041469097137,-0.10565654188394547,-0.10761672258377075,-0.021888259798288345,0.03717506676912308,-0.07117778807878494,0.0660451278090477,0.11790710687637329,-0.11188315600156784,-0.25471198558807373,-0.04197356477379799,-0.09938786178827286,0.0733313262462616,-0.06044619530439377,-0.016995523124933243,-0.034456975758075714,-0.1725141555070877,-0.09700287133455276,0.01864420622587204,0.05740322917699814,-0.01645931601524353,-0.02036121115088463,0.27150923013687134,-0.05896509438753128,-0.1774015873670578,0.0522754043340683,0.11765563488006592,0.26834002137184143,0.20731531083583832,0.08041229844093323,0.049553144723176956,-0.10260023176670074,0.12311626970767975,-0.1951109617948532,0.11104360222816467,0.047864265739917755,0.16213980317115784,0.05295329913496971,0.12335451692342758,-0.19882655143737793,-0.008978689089417458,0.09689175337553024,-0.13532856106758118,0.0467439703643322,0.07464173436164856,0.05505956709384918,-0.032861433923244476,-0.06042283773422241,0.2560339868068695,0.11310574412345886,-0.14577145874500275,-0.13945621252059937,0.11200885474681854,-0.12169263511896133,-0.029614459723234177,0.12769179046154022,-0.06664162874221802,-0.1311185359954834,-0.2821088135242462,0.05493287742137909,0.39494526386260986,0.14241890609264374,-0.18431447446346283,-0.018910817801952362,-0.04137525334954262,-0.05529337376356125,0.0437258705496788,0.06382536143064499,-0.1274854987859726,-0.01991361379623413,-0.07182150334119797,-0.01657913811504841,0.15686151385307312,0.040384598076343536,-0.05964513495564461,0.1596616506576538,0.02730914019048214,-0.02482735738158226,-0.04421515762805939,0.028919627889990807,-0.14408665895462036,0.046787161380052567,-0.14113889634609222,-0.039267949759960175,0.04793410748243332,0.005669345613569021,0.01586870662868023,0.09078806638717651,-0.2095162570476532,0.09293623268604279,-0.031854014843702316,0.0020033838227391243,-0.018393248319625854,0.14482232928276062,-0.14553537964820862,-0.018462717533111572,0.09557681530714035,-0.2483997792005539,0.19020818173885345,0.14123670756816864,0.009880428202450275,0.06095552444458008,0.12924259901046753,0.07325895875692368,0.06916837394237518,0.09408998489379883,-0.10257881134748459,-0.07438407838344574,0.08506114780902863,-0.07295788079500198,0.18563896417617798,0.042685382068157196
face_imgs/TC3002B_Faces\A01366686\selfie_4.jpg,-0.16709108650684357,0.10343857109546661,0.025043897330760956,-0.020937839522957802,-0.038999319076538086,-0.07290036976337433,-0.036601729691028595,-0.07691822946071625,0.20252259075641632,-0.08224998414516449,0.20067696273326874,0.041997648775577545,-0.09297297894954681,-0.07100924104452133,-0.05432935804128647,0.12930674850940704,-0.15043306350708008,-0.12266600131988525,-0.09840548783540726,-0.08419385552406311,-0.03788634017109871,-0.024817824363708496,0.02519177831709385,0.11227148026227951,-0.155319944024086,-0.2976977527141571,-0.05591047182679176,-0.1377352625131607,0.03778858110308647,-0.08517106622457504,-0.011782292276620865,0.06588964909315109,-0.14830468595027924,-0.04461029917001724,0.062038566917181015,0.13559436798095703,0.02251722291111946,0.015235434286296368,0.22186918556690216,-0.045012932270765305,-0.12539546191692352,0.006271655671298504,0.12815110385417938,0.3245643079280853,0.22438891232013702,0.08848154544830322,0.02749485708773136,-0.08601033687591553,0.2081882804632187,-0.16925722360610962,0.10398302972316742,0.060352131724357605,0.06574790924787521,0.05518832057714462,0.16815507411956787,-0.19176678359508514,0.027949457988142967,0.0417398065328598,-0.09772160649299622,0.044091254472732544,-0.0007471563294529915,0.028668565675616264,-0.07772595435380936,-0.04448993504047394,0.25476211309432983,0.1087280809879303,-0.11524828523397446,-0.12699587643146515,0.13712956011295319,-0.19206184148788452,-0.014669174328446388,0.11022727191448212,-0.10022337734699249,-0.10540524125099182,-0.28206127882003784,0.007416160777211189,0.43585556745529175,0.14495979249477386,-0.16317333281040192,0.028180265799164772,-0.007517648860812187,-0.0758013129234314,0.09289831668138504,0.07328316569328308,-0.14690156280994415,-0.003899138420820236,-0.08197642117738724,0.027792299166321754,0.2408321499824524,0.10032659024000168,-0.05691037327051163,0.10754191130399704,-0.001570405438542366,-0.0031659407541155815,-0.009926646947860718,0.007723947521299124,-0.1464875191450119,0.0022989599965512753,-0.16069938242435455,-0.06109039857983589,0.08645857870578766,0.009331291541457176,-0.015216024592518806,0.09775228798389435,-0.21476607024669647,0.09804092347621918,-0.004975246265530586,0.01815231703221798,-0.013487732969224453,0.11826537549495697,-0.16954295337200165,0.0013330134097486734,0.13911227881908417,-0.21798735857009888,0.2094326764345169,0.10629618167877197,0.026637373492121696,0.09354741126298904,0.0898284986615181,0.0380639024078846,0.006137270946055651,0.05314013734459877,-0.0967022255063057,-0.06677046418190002,0.036035776138305664,-0.08535924553871155,0.15492074191570282,0.011362317949533463
face_imgs/TC3002B_Faces\A01366906\01.jpg,-0.09129233658313751,0.009614174254238605,0.002627589739859104,0.03981487452983856,-0.10164610296487808,0.07010642439126968,-0.04633788764476776,-0.08897489309310913,0.2459285855293274,-0.08539098501205444,0.15408596396446228,-0.06787607818841934,-0.2732265889644623,-0.007290346547961235,-0.05920495092868805,0.09269148111343384,-0.1463347226381302,-0.18541252613067627,0.019686684012413025,-0.07634183019399643,0.03144637495279312,0.009377834387123585,-0.01690094545483589,0.09250473231077194,-0.12808647751808167,-0.3243843913078308,-0.09978789836168289,-0.17519938945770264,0.07727374136447906,-0.09125513583421707,-0.05664576217532158,0.0019378713332116604,-0.14885246753692627,-0.017723282799124718,0.03240194916725159,0.11428871005773544,-0.04541020467877388,-0.06743966788053513,0.24121901392936707,-0.009240425191819668,-0.14376956224441528,-0.005092626437544823,-0.04318294674158096,0.26626718044281006,0.09150630235671997,0.04297993704676628,0.04091864451766014,-0.08279480040073395,0.10305234789848328,-0.2665857672691345,0.09376807510852814,0.28849413990974426,0.18686127662658691,0.08444120734930038,0.034247733652591705,-0.15529346466064453,-0.0015486888587474823,0.12721288204193115,-0.18356433510780334,0.14781296253204346,0.1188122034072876,0.034218207001686096,0.05591914802789688,-0.026223208755254745,0.2085483968257904,0.08533002436161041,-0.13011981546878815,-0.10641319304704666,0.13723580539226532,-0.21220552921295166,-0.050626419484615326,0.08523937314748764,-0.13935349881649017,-0.2895469069480896,-0.2267102599143982,0.050829291343688965,0.4760324954986572,0.21248909831047058,-0.1460513025522232,0.02458663284778595,-0.10993022471666336,-0.011562572792172432,0.04150993004441261,0.05636967346072197,-0.07804429531097412,0.0019132671877741814,-0.0948493629693985,0.04707684367895126,0.2143242210149765,-0.0015571676194667816,-0.027557717636227608,0.17587906122207642,0.0298752561211586,0.04775877296924591,0.0069262366741895676,0.0631997287273407,0.004057722166180611,-0.032767605036497116,-0.05550968647003174,0.035913363099098206,-0.048483338207006454,-0.047708071768283844,0.03459742292761803,0.041508808732032776,-0.19620823860168457,0.18642809987068176,-0.009448212571442127,-0.06817253679037094,-0.07406535744667053,0.04687150940299034,-0.13259536027908325,0.043952248990535736,0.23980538547039032,-0.3479961156845093,0.19782035052776337,0.16812650859355927,0.08378810435533524,0.1861841231584549,-0.017295440658926964,0.07558964937925339,-0.005463436245918274,-0.10484336316585541,-0.1510505974292755,-0.12320080399513245,-0.025709107518196106,-0.017805583775043488,0.029907794669270515,0.05868976190686226
face_imgs/TC3002B_Faces\A01366906\02.jpg,-0.08241555839776993,0.011027065105736256,0.0235239677131176,0.0031213141046464443,-0.1382216215133667,0.022256407886743546,-0.041519246995449066,-0.062120966613292694,0.1605120301246643,-0.1460043340921402,0.18539245426654816,-0.09041856974363327,-0.23419304192066193,0.02147071808576584,0.044104333966970444,0.08119566738605499,-0.10676470398902893,-0.11775801330804825,-0.02369071915745735,-0.017363712191581726,0.05600666627287865,0.006579019594937563,-0.007305074483156204,0.1191219687461853,-0.16045810282230377,-0.34793251752853394,-0.14013688266277313,-0.16640785336494446,0.02194695919752121,-0.07286243885755539,-0.01904582977294922,-0.02696973644196987,-0.04434903711080551,0.03863423690199852,0.02723049931228161,0.10377466678619385,-0.05955320596694946,-0.10184670984745026,0.2594330310821533,-0.0486082024872303,-0.2018335461616516,-0.013115708716213703,0.005513709969818592,0.18459844589233398,0.07546338438987732,0.07831337302923203,0.0761665478348732,-0.08060827106237411,0.06755780428647995,-0.22191017866134644,0.08186241239309311,0.22253187000751495,0.053442105650901794,0.08732554316520691,0.05854904279112816,-0.19513794779777527,0.02204386703670025,0.12173086404800415,-0.16039958596229553,0.09171315282583237,0.033540986478328705,0.030836574733257294,0.050049930810928345,0.004352167248725891,0.2355615794658661,0.10867226868867874,-0.13601833581924438,-0.14084172248840332,0.10937897115945816,-0.25026848912239075,-0.10144384205341339,0.09515442699193954,-0.1923631876707077,-0.2674448490142822,-0.2321745753288269,0.04780083894729614,0.44740375876426697,0.17948995530605316,-0.1441650688648224,-0.006899617612361908,-0.06098612770438194,-0.06763745099306107,0.07709832489490509,0.10860989987850189,-0.04126288741827011,-0.07531262189149857,-0.09524405747652054,0.04016391187906265,0.24414081871509552,-0.0481049120426178,0.0021079208236187696,0.18884320557117462,0.043878328055143356,0.06600791960954666,-0.023545634001493454,0.039068758487701416,-0.04981383681297302,0.0013464372605085373,-0.029840119183063507,0.030916236340999603,0.06003587320446968,-0.03298993781208992,0.002217806875705719,0.1100037693977356,-0.24582335352897644,0.17114798724651337,-0.029969699680805206,-0.10769568383693695,-0.033783070743083954,0.0792573019862175,-0.1836731731891632,-0.000968481763266027,0.24490505456924438,-0.26299217343330383,0.17522624135017395,0.2219112664461136,0.10452017933130264,0.1490572988986969,0.06550353020429611,0.0693216547369957,0.03190154582262039,-0.04020163044333458,-0.22104576230049133,-0.05359736457467079,0.006063142791390419,-0.01630503125488758,0.0029419101774692535,0.027830535545945168
